movieId,year,genc
3238,1999,[2]
3239,2000,[1]
3240,1999,[1]
3241,1999,[1]
3242,1999,[1]
3243,1992,[1]
3244,1977,[1 3]
3245,1964,[0]
3246,1992,[0]
3247,1992,[1 5]
3248,1993,[1]
3249,1992,[0 2]
3250,1993,[0]
3251,1985,[ 0 10]
3252,1992,[0]
3253,1992,[1]
3254,1993,[1]
3255,1992,[1 0]
3256,1992,[4 2]
3257,1992,[0 3 2]
3258,1992,[ 1 11]
3259,1992,[8 0 3]
3260,1992,[0]
3261,1992,[1 0 3]
3262,1992,[ 5  0 10  2]
3263,1992,[1 0]
3264,1992,[4 1 6]
3265,1992,[4 5 0 2]
3266,1992,[1 5 0 2]
3267,1992,[ 4  5  2 16]
3268,1992,[4 1]
3269,1992,[0 3 9]
3270,1992,[1 0 3]
3271,1992,[0]
3272,1992,[5 0]
3273,2000,[ 1  6 10  2]
3274,1992,[0 2]
3275,2000,[4 5 0 2]
3276,2000,[1]
3277,1999,[0]
3278,1999,[7]
3279,2000,[4 0]
3280,1973,[6]
3281,1998,[7]
3282,1996,[1]
3283,1971,[4]
3284,1971,[ 1 10  3]
3285,2000,[8 0]
3286,2000,[1]
3287,2000,[15 13]
3288,1999,[0]
3289,1999,[0]
3290,1999,[1]
3291,2000,[2]
3292,1955,[17]
3293,1997,[0 9]
3294,1977,[6]
3295,1993,[0]
3296,1967,[0]
3297,1930,[7]
3298,2000,[5 0 2]
3299,2000,[1 0]
3300,2000,[6 9 2]
3301,2000,[1 5]
3302,1999,[1]
3303,2000,[7]
3304,1978,[5 0]
3305,1944,[17  6]
3306,1928,[1]
3307,1931,[1 0 3]
3308,1984,[1 0]
3309,1918,[1]
3310,1921,[1 0]
3311,1955,[16]
3312,1975,[0]
3313,1982,[1]
3314,1952,[4 0]
3315,1951,[14]
3316,2000,[4 2]
3317,2000,[1 0]
3318,1999,[0 2]
3319,1999,[0]
3320,1999,[1 0 3]
3321,2000,[1]
3322,2000,[1]
3323,2000,[1 5]
3324,2000,[1]
3325,2000,[1 0]
3326,2000,[1 9]
3327,1999,[7]
3328,1999,[5 0]
3329,1987,[0]
3330,1961,[0 3]
3331,1983,[0]
3332,1962,[ 8 13]
3333,1968,[0]
3334,1948,[ 5  0 17  2]
3335,1954,[5 0]
3336,1966,[ 0 11 12]
3337,1967,[1 0]
3338,1989,[7]
3339,1977,[12]
3340,1955,[6 9]
3341,1950,[1]
3342,1984,[ 0 12]
3343,1988,[1 0 3]
3344,1963,[6]
3345,1967,[ 8 13]
3346,1965,[6]
3347,1983,[8 0]
3348,1970,[5 2]
3349,1947,[1]
3350,1961,[0]
3351,1964,[6]
3352,1998,[0]
3353,2000,[1 3]
3354,2000,[9]
3355,1999,[11  6 10  2]
3356,2000,[7]
3357,1999,[0 3]
3358,1991,[ 1  0 11  3]
3359,1979,[1 0]
3360,1986,[0 3]
3361,1988,[1 0 3]
3362,1975,[5 0]
3363,1973,[1 0]
3364,1950,[ 5 17]
3365,1956,[ 0 16]
3367,1968,[12]
3368,1958,[ 3 16]
3369,1963,[5]
3370,1988,[0 2]
3371,1976,[0]
3372,1969,[ 4 12]
3373,1972,[16]
3374,1991,[0]
3375,1950,[9]
3376,1942,[3]
3377,1943,[ 0 12]
3378,1996,[0]
3379,1959,[0]
3380,1947,[17]
3381,1997,[1 0]
3382,1936,[0]
3383,1937,[ 0 14]
3384,1974,[4 5]
3385,1985,[1]
3386,1991,[ 0 10  2]
3387,1989,[ 1 10]
3388,1987,[13  1]
3389,1986,[4 8]
3390,1986,[8 5 0 3]
3391,1987,[1]
3392,1989,[1]
3393,1987,[ 1 11  3]
3394,1987,[1 3]
3395,1987,[1]
3396,1979,[ 8 13  1 14]
3397,1981,[13  1]
3398,1984,[13  1 14]
3399,1985,[13  1]
3400,1993,[ 8 15 13 11]
3401,1985,[8 9]
3402,1985,[1 0 3]
3403,1980,[0 2]
3404,1953,[4 0]
3405,1958,[4 0]
3406,1951,[ 4  8  0 12]
3407,1999,[1 0]
3408,2000,[0]
3409,2000,[0 2]
3410,1999,[1 0]
3411,1998,[0]
3412,1988,[ 8 13  0]
3413,1949,[5 0]
3414,1955,[ 0  3 12]
3415,1975,[0]
3417,1952,[8 1]
3418,1991,[8 5 0]
3419,1970,[1 5]
3420,1979,[0 2]
3421,1978,[1]
3422,1986,[1 3]
3423,1988,[0]
3424,1989,[0]
3425,1990,[ 0 14]
3426,1991,[0 3]
3427,1968,[5]
3428,1979,[0]
3429,1989,[15  1]
3430,1974,[4 5 0]
3431,1982,[4 0]
3432,1985,[4 0]
3433,1987,[4 0]
3434,1994,[4 0]
3435,1944,[ 5  0 17]
3436,1991,[0 3]
3437,1991,[0]
3438,1990,[ 4 13  1 11  9]
3439,1991,[ 4 13 11]
3440,1993,[ 4  8 13  1 11]
3441,1984,[ 4  0 12]
3442,1986,[4 5 0]
3443,1986,[4 0 2]
3444,1988,[4]
3445,1978,[10  2]
3446,1995,[1 0]
3447,1937,[0]
3448,1987,[ 1  0 12]
3449,1988,[0]
3450,1993,[1]
3451,1967,[0]
3452,2000,[4 5 3 2]
3453,2000,[0 3]
3454,2000,[1 3]
3455,1999,[0 2]
3456,1999,[0]
3457,2000,[0 2]
3458,1989,[0 3]
3459,1986,[0 6]
3460,1967,[1]
3461,1963,[8 0 2]
3462,1936,[1 0 3]
3463,1994,[1]
3464,1990,[9 2]
3465,1986,[0]
3466,1993,[ 1 11]
3467,1963,[ 0 16]
3468,1961,[0]
3469,1960,[0]
3470,1975,[8 0]
3471,1977,[8 0 9]
3472,1960,[6 2]
3473,1976,[1]
3474,1997,[9 2]
3475,1951,[0 3]
3476,1990,[ 6 10]
3477,1995,[1 0]
3478,1987,[0]
3479,1985,[ 8 11  3]
3480,1986,[0 3]
3481,2000,[1 0 3]
3483,2000,[15 13]
3484,2000,[2]
3485,1975,[6]
3486,1954,[9]
3487,1966,[16]
3488,1959,[6 9]
3489,1991,[ 8  1 11]
3490,1972,[6]
3491,1986,[1]
3492,1926,[8 1 3]
3493,1973,[ 6 10  2]
3494,1969,[ 8  0 16]
3495,1992,[1 0]
3496,1988,[0]
3497,1983,[1]
3498,1978,[0]
3499,1990,[0 6 2]
3500,1992,[1 0]
3501,1985,[1 3]
3502,1993,[0]
3503,1972,[ 0 10  9]
3504,1976,[1 0]
3505,1987,[ 0 10  2]
3506,1979,[1 0]
3507,1968,[1]
3508,1976,[ 4  8  0  2 16]
3509,1999,[0]
3510,2000,[0 2]
3511,2000,[1]
3512,2000,[0 3]
3513,2000,[0 2]
3514,2000,[0]
3515,2000,[1 3]
3516,1958,[ 1 11  3]
3517,1926,[5 0]
3518,1997,[0 2]
3519,1978,[ 4  0 12]
3520,1965,[1]
3521,1989,[1 0]
3522,1971,[0]
3523,1988,[4 2]
3524,1981,[1 3]
3525,1984,[1]
3526,1989,[1 0]
3527,1987,[4 9 2]
3528,1991,[0 3]
3529,1981,[5 2]
3530,1993,[1]
3531,1990,[1 0 3]
3533,1963,[0]
3534,2000,[0]
3535,2000,[ 5  6 10  2]
3536,2000,[1 0 3]
3537,2000,[1 0]
3538,1999,[1]
3539,2000,[7]
3540,2000,[ 0 10  3]
3541,1999,[4]
3542,1969,[0]
3543,1982,[1 0]
3544,1992,[1]
3545,1972,[ 0 14]
3546,1962,[0 6 2]
3547,1987,[1 0]
3548,1958,[1 0]
3549,1955,[ 1 14  3]
3550,1983,[6]
3551,1976,[5 0 2]
3552,1980,[1]
3553,2000,[0 2]
3554,2000,[0 3]
3555,2000,[ 4  2 12]
3556,1999,[0 3]
3557,1992,[10  2]
3558,1958,[0]
3559,1952,[1 0 3]
3560,1978,[5 0 3]
3561,1982,[0]
3562,2000,[1 0]
3563,2000,[4 6]
3564,2000,[13  1]
3565,2000,[1 0]
3566,2000,[1 0]
3567,2000,[1 0 3]
3568,1999,[1 3]
3569,1998,[1 0]
3570,1999,[0]
3571,2000,[1 0]
3572,1993,[6 9]
3573,1995,[6 9]
3574,1996,[6 9]
3575,1997,[0]
3576,1987,[4 6 9]
3577,1988,[0 3]
3578,2000,[4 8 0]
3579,2000,[0]
3580,2000,[0]
3581,1999,[1]
3582,2000,[1 7 0]
3583,1960,[ 0 14]
3584,1983,[4 0 3 2]
3585,1956,[ 8 12]
3586,1980,[0]
3587,1980,[6]
3588,1972,[5 0]
3589,1966,[ 8 11]
3590,1974,[1 0]
3591,1983,[1 0]
3592,1982,[15  9]
3593,2000,[4 9]
3594,2000,[ 0 14]
3595,1999,[1]
3596,2000,[1]
3597,2000,[1]
3598,2000,[5 0 3 2]
3599,1945,[ 1 14]
3600,1961,[ 1 14]
3601,1974,[ 1 16]
3602,1960,[ 1 14  3]
3603,1969,[1]
3604,1962,[14]
3605,1958,[ 5  0 14]
3606,1949,[ 1 14  3]
3607,1973,[ 1 16]
3608,1985,[8 1]
3609,1998,[7]
3610,1964,[ 0 14  3]
3611,1943,[15 13  1]
3612,1976,[ 8 14  3]
3613,1988,[1]
3614,1992,[1 3]
3615,2000,[ 8 15 13]
3616,2000,[1 3]
3617,2000,[1]
3618,2000,[1 5]
3619,1980,[1]
3620,1997,[1 0]
3621,1981,[0 6]
3622,1970,[1]
3623,2000,[4 8 2]
3624,2000,[ 4  8  1 16]
3625,1999,[7]
3626,1999,[1]
3627,1962,[6 2]
3628,1942,[ 4  0  3 12]
3629,1925,[8 1 3]
3630,1973,[6]
3631,1998,[1]
3632,1947,[1 5]
3633,1969,[4 8 3 2]
3634,1964,[2]
3635,1977,[4 8 2]
3636,1998,[0]
3637,1985,[0]
3638,1979,[4 8 9 2]
3639,1974,[4 8 2]
3640,1957,[1 0]
3641,1923,[0]
3642,1942,[16]
3643,1944,[ 4  0 12]
3644,1940,[16]
3645,1962,[0]
3646,2000,[1]
3647,1999,[ 8 13  0]
3648,1957,[6 9]
3649,1980,[0]
3650,1987,[6]
3651,1972,[6]
3652,1980,[6]
3653,1966,[7]
3654,1961,[ 4  8  0 12]
3655,1973,[0]
3656,1947,[ 5 17 10  2]
3657,1951,[0]
3658,1967,[6 9]
3659,1957,[9 2]
3660,1989,[6 9 2]
3661,1991,[6 9 2]
3662,1991,[6 9 2]
3663,1993,[6 9 2]
3664,1994,[6 9 2]
3665,1998,[6 9 2]
3666,1999,[6 9 2]
3667,1988,[4 1 5]
3668,1968,[0 3]
3669,1992,[1]
3670,1945,[12]
3671,1974,[ 1 16]
3672,1974,[ 8 13]
3673,1987,[ 8 13]
3674,1977,[ 8 13  1  0]
3675,1954,[ 1 14  3]
3676,1977,[0 6]
3677,1992,[7]
3678,1955,[0]
3679,1981,[ 7 14]
3680,1988,[7]
3681,1965,[ 4  0  2 16]
3682,1973,[4 5 0 2]
3683,1984,[ 5  0 17]
3684,1989,[0 3]
3685,1985,[1 0 3]
3686,1990,[6 9 2]
3687,1988,[ 8 15 11  9]
3688,1982,[1]
3689,1983,[1]
3690,1985,[1]
3691,1983,[1]
3692,1986,[1 6]
3693,1985,[1 6]
3694,1989,[1 6]
3695,1989,[1 6]
3696,1986,[1 6 9 2]
3697,1990,[4 9 2]
3698,1987,[4 9]
3699,1984,[8 0 3 9]
3700,1984,[0 9]
3701,1988,[5 0 9 2]
3702,1979,[4 8 9]
3703,1981,[4 8 9]
3704,1985,[4 8 9]
3705,1990,[4 1 3]
3706,1987,[17  6 10  2]
3707,1986,[0 3]
3708,1984,[6 2]
3709,1992,[6]
3710,1988,[4 1 5 2]
3711,1992,[0]
3712,1991,[1]
3713,1990,[0]
3714,1988,[0]
3715,1987,[1 5]
3716,1987,[4 1 5 0]
3717,2000,[4 5]
3718,1999,[7]
3719,2000,[1 3]
3720,1999,[0]
3721,2000,[ 1  5 10]
3722,2000,[1]
3723,1990,[0]
3724,1978,[ 0 12]
3725,1981,[15 14]
3726,1976,[4 2]
3727,1987,[ 6 16]
3728,1992,[ 5  0 17  2]
3729,1971,[4 5 0 2]
3730,1974,[ 0 10]
3731,1981,[0 2]
3732,1978,[6]
3733,1973,[0]
3734,1981,[0]
3735,1973,[5 0]
3736,1951,[0]
3737,1962,[ 0 16]
3738,1974,[0]
3739,1932,[1 3]
3740,1986,[ 4  8  1 11]
3741,1973,[5 0 2]
3742,1925,[ 0 12]
3743,2000,[1 3]
3744,2000,[4 5 2]
3745,2000,[ 4  8 15 13  9]
3746,1999,[0]
3747,1999,[0]
3748,1999,[1 3]
3749,1999,[0]
3750,2000,[0]
3751,2000,[15 13  1]
3752,2000,[8 1]
3753,2000,[ 4  0 12]
3754,2000,[ 8 15 13  1 11]
3755,2000,[0 2]
3756,2000,[0]
3757,1972,[6]
3758,1989,[0 9 2]
3759,1947,[15 13 14]
3760,1977,[1]
3761,1993,[4 5 0 2]
3762,1957,[6]
3763,1986,[4 5 2]
3764,1991,[4 5 2]
3765,1990,[5 0 3]
3766,1984,[ 4 12]
3767,1985,[ 4 12]
3768,1988,[ 4 12]
3769,1974,[4]
3770,1984,[6 9 2]
3771,1973,[ 4  8 11]
3772,1970,[11  6  2]
3773,1990,[1]
3774,1991,[1 0 3]
3775,1946,[15 13 14]
3776,1948,[15 13 14]
3777,1987,[1 6]
3778,1948,[1 0]
3779,1953,[9]
3780,1950,[9]
3781,1973,[4 5]
3782,1972,[4 5]
3783,1998,[5 0]
3784,2000,[ 1 11]
3785,2000,[1 6]
3786,1999,[1]
3787,1999,[1]
3788,1966,[ 0 10]
3789,1964,[0]
3790,2000,[0]
3791,1984,[0]
3792,1946,[16]
3793,2000,[4 8 9]
3794,2000,[1 0]
3795,1999,[0]
3796,2000,[3 2]
3797,2000,[2]
3798,2000,[ 0  6 10]
3799,2000,[15 13]
3800,1999,[5 0 3 2]
3801,1959,[ 0 10]
3802,1992,[4 9]
3803,1972,[ 1  0 16]
3804,1979,[1]
3805,1981,[4 8 0]
3806,1969,[16]
3807,1977,[ 8 11]
3808,1960,[ 0 12]
3809,1991,[1]
3810,1992,[0 2]
3811,1980,[ 0 12]
3812,1972,[1]
3813,1978,[0]
3814,1975,[1]
3816,1985,[0]
3817,1996,[1 0]
3818,1941,[ 1 14]
3819,1985,[1]
3820,2000,[13]
3821,2000,[1]
3822,1999,[0 3]
3823,1999,[0]
3824,2000,[0 3]
3825,2000,[1 0 3]
3826,2000,[6 9 2]
3827,2000,[4 8 1 9]
3828,1998,[1]
3829,2000,[1 3]
3830,2000,[1 6 2]
3831,2000,[1]
3832,1963,[6]
3833,1962,[6 9]
3834,1980,[8 0 3]
3835,1993,[2]
3836,1970,[ 4  1 12]
3837,1988,[ 4 11  6  9  2]
3838,1994,[6]
3839,1998,[6]
3840,1988,[6]
3841,1990,[4 1]
3843,1983,[6]
3844,1989,[0]
3845,1956,[0]
3846,1983,[1]
3847,1974,[6]
3848,1994,[0 2]
3849,1946,[2]
3850,1969,[5 2]
3851,2000,[1]
3852,2000,[1]
3853,1998,[0]
3854,1999,[ 0  3 12]
3855,1999,[0 3]
3856,1999,[0]
3857,2000,[2]
3858,2000,[1]
3859,2000,[7]
3860,2000,[1 5 0]
3861,2000,[1]
3862,2000,[1]
3863,2000,[0 6 2]
3864,1999,[4 8 9]
3865,2000,[1 7]
3866,2000,[1]
3867,1999,[0]
3868,1988,[4 1 5 3]
3869,1991,[1]
3870,1940,[0]
3871,1953,[ 0 16]
3872,1959,[0]
3873,1965,[ 1 16]
3874,1996,[1 0 3]
3875,1968,[6]
3876,1998,[1 5 0]
3877,1984,[ 4  8 11]
3878,1956,[6 9]
3879,2000,[4 2]
3880,2000,[7]
3881,2000,[7]
3882,2000,[1]
3883,2000,[1 0]
3884,2000,[1]
3885,2000,[1 0 3]
3886,2000,[0]
3887,1998,[0]
3888,2000,[0 3]
3889,2000,[ 4  8 11]
3890,2000,[7]
3891,2000,[5 0]
3892,2000,[6]
3893,2000,[1 5 0 3 2]
3894,1999,[0]
3895,2000,[5 2]
3896,2000,[5 2]
3897,2000,[0]
3898,2000,[4 1]
3899,2000,[5 0 2]
3900,2000,[1 0]
3901,2000,[1 0]
3902,1999,[0]
3903,2000,[0]
3904,1999,[0]
3905,2000,[1]
3906,2000,[5 2]
3907,1999,[4 8 0]
3908,2000,[6]
3909,2000,[1 3]
3910,2000,[ 0 14]
3911,2000,[1]
3912,2000,[1 0]
3913,1999,[7]
3914,2000,[0]
3915,2000,[0]
3916,2000,[0]
3917,1987,[6]
3918,1988,[6]
3919,1992,[6]
3920,1993,[ 0 11 10  3]
3921,1963,[1]
3922,1964,[1]
3923,1959,[6 9]
3924,1964,[1]
3925,1984,[1 0]
3926,1961,[8 9]
3927,1966,[8 9]
3928,1948,[1 6]
3929,1940,[1]
3930,1954,[8 6 9]
3931,1959,[6 9]
3932,1933,[6 9]
3933,1959,[6 9]
3934,1957,[9]
3936,1943,[ 6 14  2]
3937,1984,[9 2]
3938,1982,[6]
3939,1987,[6]
3940,1990,[6]
3941,1986,[6]
3942,1990,[6]
3943,2000,[1]
3944,2000,[1 0]
3945,2000,[ 8 15 13]
3946,2000,[4 0 2]
3947,1971,[4 5 0 2]
3948,2000,[1]
3949,2000,[0]
3950,2000,[0]
3951,2000,[0]
3952,2000,[0 2]
3953,2000,[1 3]
3954,1999,[1]
3955,2000,[1]
3956,2000,[0 6 2]
3957,1971,[4 0]
3958,1977,[0]
3959,1960,[4 8 9]
3960,1995,[0 2]
3961,1985,[6]
3962,1987,[1 6]
3963,1964,[14]
3964,1949,[15 13]
3965,1946,[ 0 17]
3966,1945,[ 5 17]
3967,2000,[0]
3968,2000,[1]
3969,2000,[0]
3970,1981,[6]
3971,1981,[ 1 10]
3972,1994,[4 1]
3973,2000,[ 5  6 10  2]
3974,2000,[ 8 13]
3975,2000,[1 0]
3976,2000,[1 0]
3977,2000,[4 1]
3978,2000,[0 3]
3979,2000,[1]
3980,2000,[0]
3981,2000,[4 9 2]
3982,2000,[0]
3983,2000,[0 3]
3984,1971,[4 8 2]
3985,1976,[ 0 12]
3986,2000,[4 9 2]
3987,2000,[0 3]
3988,2000,[13  1 11]
3989,1999,[7]
3990,2000,[15 13  1]
3991,2000,[13  1]
3992,2000,[ 0  3 12]
3993,2000,[0 3]
3994,2000,[0 9]
3995,2000,[0]
3996,2000,[4 0 3]
3997,2000,[ 8 11]
3998,2000,[0]
3999,2000,[4 8]
4000,1984,[8 0]
4001,1985,[4]
4002,1987,[1]
4003,1988,[1]
4004,1997,[0]
4005,1987,[4 8 2]
4006,1986,[ 8 15 13  9]
4007,1987,[0]
4008,1989,[ 0 12]
4009,1988,[0]
4010,1985,[1]
4011,2000,[1 5 2]
4012,1988,[1 0]
4013,2000,[1]
4014,2000,[0 3]
4015,2000,[1 9]
4016,2000,[ 8 15 13  1 11]
4017,2000,[0]
4018,2000,[1 3]
4019,2000,[0]
4020,2000,[2]
4021,2000,[0]
4022,2000,[0]
4023,2000,[1 0 3]
4024,2000,[3]
4025,2000,[1 5]
4026,1999,[4 1 5 2]
4027,2000,[8 1 5]
4028,2000,[0]
4029,2000,[1 0]
4030,2000,[6]
4031,2000,[ 0  3 16]
4032,2000,[1]
4033,2000,[ 0  2 12]
4034,2000,[5 0 2]
4035,2000,[ 3 16]
4036,2000,[0 6]
4037,1987,[ 5 17 10  2]
4038,1989,[5 0 2]
4039,1982,[13 14]
4040,1991,[1]
4041,1982,[0 3]
4042,1960,[ 4  0 12 16]
4043,1986,[5 0]
4044,1977,[4 8 5]
4045,1975,[16]
4046,1956,[0]
4047,1993,[ 0 12]
4048,1994,[0]
4049,1975,[ 1 16]
4050,2000,[6 2]
4051,1960,[6 9]
4052,2001,[5 0 2]
4053,2001,[4 1]
4054,2001,[0 3]
4055,2000,[0]
4056,2001,[ 5  0 10  2]
4057,2000,[ 8 13  1]
4058,1998,[0]
4059,2000,[0]
4060,1992,[0]
4061,1991,[0 3]
4062,1988,[1 0 3]
4063,1992,[1 0 3]
4064,1973,[4 5 2]
4065,1974,[4 5 0]
4066,1988,[4 1]
4067,1993,[0 3]
4068,2001,[1]
4069,2001,[1 3]
4070,1998,[1 0]
4071,1996,[0]
4072,2000,[0 3]
4073,2001,[0 3]
4074,1999,[0]
4075,1999,[15 13]
4076,1999,[1 3]
4077,2000,[0 2]
4078,1987,[0]
4079,1987,[1 9]
4080,1987,[1]
4081,1987,[1]
4082,1987,[1 0 3]
4083,1987,[2]
4084,1987,[4 1 5 2]
4085,1984,[4 1 5 0]
4086,1987,[ 4  5 10  3  2]
4087,1987,[ 8 13  1]
4088,1987,[0 3 2]
4089,1987,[1]
4090,1987,[15 13]
4091,1987,[1 3]
4092,1987,[3 9]
4093,1988,[2]
4094,1987,[1]
4095,1987,[0]
4096,1987,[6 9]
4097,1987,[6 2]
4098,1987,[0]
4099,1987,[4 0]
4100,1987,[1]
4101,1987,[0]
4102,1987,[1 7]
4103,1987,[ 4  8  0 12]
4104,1987,[1]
4105,1981,[11  6  2]
4106,1987,[4]
4107,1987,[0]
4108,1987,[0]
4109,1987,[0 2]
4110,1987,[2]
4111,1987,[ 0 12]
4112,1987,[ 0 10  2]
4113,1987,[0]
4114,1987,[0]
4115,1987,[1]
4116,1987,[1]
4117,1987,[0]
4118,1987,[1]
4119,1987,[1 0]
4120,1987,[1]
4121,1987,[4 8 1 9]
4122,1987,[0]
4123,1987,[1]
4124,1987,[6 2]
4125,1987,[1 9]
4126,1987,[0]
4127,1987,[1]
4128,1987,[1 6 2]
4129,1987,[11  3]
4130,1987,[ 1 11]
4131,1987,[1 3 9]
4132,1987,[1 3]
4133,1987,[ 4  8 11  9]
4134,1987,[1]
4135,1987,[8 1 6]
4136,1987,[0]
4137,1987,[1]
4138,1987,[1 6]
4139,1987,[5 0]
4140,1987,[0 3]
4141,2001,[1 3]
4142,2000,[4 8 0 2]
4143,2001,[ 6 10]
4144,2000,[0 3]
4145,1999,[2]
4146,2001,[ 0 10  3]
4147,2000,[1 0 3]
4148,2001,[6 2]
4149,2001,[1 3]
4150,2001,[0]
4151,2000,[1 0 3]
4152,2000,[0]
4153,2001,[ 1 11  3]
4154,2001,[15 13]
4155,2001,[0 3]
4156,2000,[1]
4157,2000,[ 1  0 11  3]
4158,2001,[15  1 11]
4159,2001,[4 2]
4160,2000,[0 3]
4161,2001,[4 1]
4162,2001,[1]
4163,2001,[4 0]
4164,2001,[0]
4165,2000,[1 0 3]
4166,2001,[4 0]
4167,2001,[2]
4168,2001,[1 3]
4169,2001,[1]
4170,1999,[1]
4171,2000,[7]
4172,1999,[ 0 11 10  3]
4173,2000,[1 3]
4174,1990,[0]
4175,1996,[1 0]
4176,1993,[0]
4177,1980,[ 5 10  2]
4178,1939,[0]
4179,1981,[0]
4180,1986,[4 0]
4181,1988,[1]
4182,1985,[0]
4183,1989,[1 0]
4184,1947,[1 0 3]
4185,1970,[7]
4186,1966,[1 0 3]
4187,1963,[0]
4188,1952,[13 14]
4189,1965,[0]
4190,1960,[0]
4191,1966,[1 0 3]
4192,1954,[0]
4193,1995,[14]
4194,1945,[ 0  3 12]
4195,1971,[ 6 10]
4196,1965,[ 6 10  9]
4197,1979,[1]
4198,1980,[9]
4199,1990,[4]
4200,1991,[4]
4201,1978,[1]
4202,1972,[0]
4203,1991,[4 5 0]
4204,1983,[1]
4205,1990,[1 0 3]
4206,1989,[ 5 10]
4207,1990,[ 4  8 12]
4208,1997,[7]
4209,2000,[0]
4210,1986,[4 5 0 6 2]
4211,1990,[0]
4212,1978,[ 5 10]
4213,1989,[6 9 2]
4214,1984,[1]
4215,1987,[1]
4216,1990,[0]
4217,1997,[7]
4218,1986,[5 0]
4219,1985,[1]
4220,1974,[1]
4221,1991,[1]
4222,1984,[6]
4223,2001,[ 0 12]
4224,2001,[4 2]
4225,2001,[1]
4226,2000,[10  2]
4227,2001,[1 0]
4228,2001,[1 5 3]
4229,2001,[1 3]
4230,1997,[1]
4231,2001,[1 3]
4232,2001,[ 4  8 13  1]
4233,2001,[1]
4234,2001,[0 2]
4235,2000,[0 2]
4236,2000,[7]
4237,2000,[7]
4238,2001,[ 4  5 10  2]
4239,2001,[5 0]
4240,2001,[ 1 11]
4241,2001,[15 13]
4242,2000,[1 5 0 2]
4243,2001,[ 5  0 10]
4244,2000,[0]
4245,2000,[0 3]
4246,2001,[1 0 3]
4247,2001,[ 8  1 10  3]
4248,2001,[1]
4249,2001,[1]
4250,2001,[0 9]
4251,2000,[0 2]
4252,2000,[0]
4253,2000,[1]
4254,2001,[1 0]
4255,2001,[1]
4256,2001,[0]
4257,2000,[ 0 10  3]
4258,2000,[0]
4259,2000,[0 3]
4260,2000,[0]
4261,1996,[ 0 11  3]
4262,1983,[4 5 0]
4263,1962,[0]
4265,2001,[4 2]
4266,2001,[6]
4267,2001,[1]
4268,2001,[1]
4269,2000,[1 0 3]
4270,2001,[4 8 1 2]
4271,2000,[0]
4272,1999,[1]
4273,2000,[0]
4274,1963,[0 3]
4275,1983,[ 4  8 11  9]
4276,1985,[1]
4277,1925,[8 9]
4278,1934,[7]
4279,1989,[5]
4280,1982,[1 0 3]
4281,1968,[1]
4282,1969,[0]
4283,1972,[0]
4284,1966,[1]
4285,1991,[1 3]
4286,1993,[0]
4287,1964,[1 3]
4288,1999,[0 3]
4289,1980,[1 0]
4290,1991,[ 1  0 14]
4291,1980,[1 5]
4292,1979,[0]
4293,1985,[1]
4294,1953,[13 11 14]
4295,1990,[4 0 2]
4296,1970,[0 3]
4297,1987,[0]
4298,1955,[ 5 17  2]
4299,2001,[4 1 3]
4300,2000,[0]
4301,2000,[ 7 14]
4302,2000,[0]
4303,2000,[1]
4304,2001,[7]
4305,2001,[3 2]
4306,2001,[ 8 15 13  1 11  3]
4307,2000,[1 3]
4308,2001,[ 0 14  3]
4309,1999,[0]
4310,2001,[ 4  0  3 12]
4311,1998,[2]
4312,1999,[8 0]
4313,2000,[0]
4314,2000,[0]
4315,2001,[1 0 3]
4316,1978,[0]
4317,1992,[1 3]
4318,1990,[1 0]
4319,1954,[16]
4320,1976,[ 1 16]
4321,1991,[ 1 16]
4322,1988,[0]
4323,1959,[ 8 12 16]
4324,1955,[ 0 16]
4325,1960,[0]
4326,1988,[5 0 2]
4327,1960,[ 8 16]
4328,1966,[16]
4329,1959,[16]
4330,1934,[0]
4331,1978,[1]
4332,1987,[5 0 2]
4333,1987,[1 5]
4334,2000,[0]
4335,1980,[1]
4336,1994,[6 2]
4337,1966,[ 0  3 12]
4338,1949,[ 0 12]
4339,1965,[ 4  8  0 12]
4340,2001,[1]
4341,2001,[1]
4342,2000,[0 3]
4343,2001,[1 9]
4344,2001,[4 5 0]
4345,2001,[0]
4346,2001,[ 0 14  3]
4347,2000,[1 0]
4348,1999,[1]
4349,1970,[ 1 12]
4350,1996,[1 7]
4351,1991,[4 5 2]
4352,1989,[1 0]
4353,1983,[ 4 12]
4354,1992,[5 2]
4355,1986,[4 0]
4356,1953,[ 1 14  3]
4357,1953,[1 0 3]
4358,1958,[6 2]
4359,1955,[1]
4360,1954,[14]
4361,1982,[1 3]
4362,1986,[5 0]
4363,1970,[ 4 12]
4364,1998,[0 3]
4365,2000,[0]
4366,2001,[ 8 15 13 11]
4367,2001,[4 8]
4368,2001,[1]
4369,2001,[4 5 2]
4370,2001,[8 0 9]
4371,2001,[5 0]
4372,2001,[0 3]
4373,2001,[1]
4374,1999,[1 3]
4375,2000,[1 0]
4376,2000,[7]
4377,2000,[1 3]
4378,2000,[1 5 0]
4379,2000,[ 0 16]
4380,2000,[0 3]
4381,2001,[1]
4382,1999,[ 7 19]
4383,2000,[ 5  0 10  2]
4384,2000,[0]
4385,2000,[0]
4386,2001,[13  1]
4387,2001,[4]
4388,2001,[1]
4389,2001,[0]
4390,2000,[5 0 2]
4391,2000,[0]
4392,1990,[ 1  0 11  3]
4393,1988,[0]
4394,1965,[ 1 14]
4395,1958,[1 5]
