MovieID,Title,Genres,Year,Gencode
2912,"Limey, The",Crime|Drama|Thriller,1999,0000001011000000000
2913,"Mating Habits of the Earthbound Human, The",Comedy|Sci-Fi,1999,0001000000001000000
2915,Risky Business,Comedy,1983,0001000000000000000
2916,Total Recall,Action|Adventure|Sci-Fi|Thriller,1990,1000000101001000000
2917,Body Heat,Crime|Thriller,1981,0000000011000000000
2918,Ferris Bueller's Day Off,Comedy,1986,0001000000000000000
2919,"Year of Living Dangerously, The",Drama|Romance|War,1982,0000011000000001000
2920,Children of Paradise (Les enfants du paradis),Drama|Romance,1945,0000011000000000000
2921,High Plains Drifter,Western,1973,0000000000000000001
2922,Hang 'Em High,Crime|Drama|Western,1968,0000001010000000001
2924,Drunken Master (Jui kuen),Action|Comedy,1978,0001000100000000000
2925,"Conformist, The (Il Conformista)",Drama,1970,0000001000000000000
2926,Hairspray,Comedy|Drama,1988,0001001000000000000
2927,Brief Encounter,Drama|Romance,1946,0000011000000000000
2928,"Razor's Edge, The",Drama,1984,0000001000000000000
2929,Reds,Drama|Romance,1981,0000011000000000000
2930,Return with Honor,Documentary,1998,0000000000000010000
2931,Time of the Gypsies (Dom za vesanje),Drama,1989,0000001000000000000
2932,Days of Heaven,Drama,1978,0000001000000000000
2933,"Fire Within, The (Le Feu Follet)",Drama,1963,0000001000000000000
2934,"Love Bewitched, A (El Amor Brujo)",Drama|Musical,1986,0000001000000000100
2935,"Lady Eve, The",Comedy|Romance,1941,0001010000000000000
2936,Sullivan's Travels,Adventure|Comedy|Romance,1941,1001010000000000000
2937,"Palm Beach Story, The",Comedy,1942,0001000000000000000
2939,Niagara,Drama|Thriller,1953,0000001001000000000
2940,Gilda,Drama|Film-Noir|Mystery|Romance,1946,0000011000010000010
2941,South Pacific,Musical|Romance|War,1958,0000010000000001100
2942,Flashdance,Drama|Romance,1983,0000011000000000000
2943,Indochine,Drama|Romance,1992,0000011000000000000
2944,"Dirty Dozen, The",Action|Drama|War,1967,0000001100000001000
2946,Help!,Comedy|Musical,1965,0001000000000000100
2947,Goldfinger,Action|Adventure|Thriller,1964,1000000101000000000
2948,From Russia with Love,Action|Adventure|Thriller,1963,1000000101000000000
2949,Dr. No,Action|Adventure|Thriller,1962,1000000101000000000
2950,"Blue Lagoon, The",Adventure|Drama|Romance,1980,1000011000000000000
2951,"Fistful of Dollars, A (Per un pugno di dollari)",Action|Western,1964,0000000100000000001
2952,Sydney (Hard Eight),Crime|Drama|Thriller,1996,0000001011000000000
2953,Home Alone 2: Lost in New York,Children|Comedy,1992,0011000000000000000
2955,Penitentiary II,Drama,1982,0000001000000000000
2956,Someone to Watch Over Me,Action|Crime|Thriller,1987,0000000111000000000
2958,Naturally Native,Drama,1998,0000001000000000000
2959,Fight Club,Action|Crime|Drama|Thriller,1999,0000001111000000000
2961,"Story of Us, The",Comedy|Drama,1999,0001001000000000000
2962,Fever Pitch,Comedy|Romance,1997,0001010000000000000
2964,Julien Donkey-Boy,Drama,1999,0000001000000000000
2965,"Omega Code, The",Action,1999,0000000100000000000
2966,"Straight Story, The",Adventure|Drama,1999,1000001000000000000
2967,"Bad Seed, The",Drama|Thriller,1956,0000001001000000000
2968,Time Bandits,Adventure|Children|Comedy|Fantasy,1981,1011100000000000000
2969,"Man and a Woman, A (Un Homme et une Femme)",Drama|Romance,1966,0000011000000000000
2970,Fitzcarraldo,Adventure|Drama,1982,1000001000000000000
2971,All That Jazz,Drama|Fantasy|Musical,1979,0000101000000000100
2972,Red Sorghum (Hong gao liang),Drama|War,1987,0000001000000001000
2973,Crimes and Misdemeanors,Comedy|Crime|Drama,1989,0001001010000000000
2975,"Best Man, The",Comedy|Drama,1999,0001001000000000000
2976,Bringing Out the Dead,Drama|Horror,1999,0000001000100000000
2978,Three to Tango,Comedy|Romance,1999,0001010000000000000
2979,Body Shots,Drama,1999,0000001000000000000
2983,"Ipcress File, The",Thriller,1965,0000000001000000000
2984,On Any Sunday,Documentary,1971,0000000000000010000
2985,RoboCop,Action|Crime|Sci-Fi,1987,0000000110001000000
2986,RoboCop 2,Action|Crime|Sci-Fi,1990,0000000110001000000
2987,Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988,1111100010010000000
2988,Melvin and Howard,Drama,1980,0000001000000000000
2989,For Your Eyes Only,Action|Adventure|Thriller,1981,1000000101000000000
2990,Licence to Kill,Action|Adventure|Crime|Thriller,1989,1000000111000000000
2991,Live and Let Die,Action|Adventure|Thriller,1973,1000000101000000000
2993,Thunderball,Action|Adventure|Thriller,1965,1000000101000000000
2994,"City, The (La Ciudad)",Drama,1998,0000001000000000000
2995,House on Haunted Hill,Horror|Thriller,1999,0000000001100000000
2996,Music of the Heart,Drama,1999,0000001000000000000
2997,Being John Malkovich,Comedy|Drama|Fantasy,1999,0001101000000000000
2998,Dreaming of Joseph Lees,Drama|Romance,1999,0000011000000000000
3000,Princess Mononoke (Mononoke-hime),Action|Adventure|Animation|Drama|Fantasy,1997,1100101100000000000
3002,My Best Fiend (Mein liebster Feind),Documentary,1999,0000000000000010000
3003,Train of Life (Train De Vie),Comedy|Drama|Romance|War,1998,0001011000000001000
3004,"Bachelor, The",Comedy|Romance,1999,0001010000000000000
3005,"Bone Collector, The",Thriller,1999,0000000001000000000
3006,"Insider, The",Drama|Thriller,1999,0000001001000000000
3007,American Movie: The Making of Northwestern,Documentary,1999,0000000000000010000
3008,Last Night,Drama|Sci-Fi,1998,0000001000001000000
3010,Rosetta,Drama,1999,0000001000000000000
3011,"They Shoot Horses, Don't They?",Drama,1969,0000001000000000000
3012,Battling Butler,Comedy,1926,0001000000000000000
3013,Bride of Re-Animator,Comedy|Horror,1990,0001000000100000000
3014,Bustin' Loose,Comedy,1981,0001000000000000000
3015,Coma,Thriller,1978,0000000001000000000
3016,Creepshow,Horror,1982,0000000000100000000
3017,Creepshow 2,Horror,1987,0000000000100000000
3018,Re-Animator,Horror,1985,0000000000100000000
3019,Drugstore Cowboy,Crime|Drama,1989,0000001010000000000
3020,Falling Down,Action|Drama,1993,0000001100000000000
3022,"General, The",Comedy|War,1927,0001000000000001000
3024,Piranha,Horror|Sci-Fi,1978,0000000000101000000
3028,"Taming of the Shrew, The",Comedy,1967,0001000000000000000
3029,Nighthawks,Action|Drama,1981,0000001100000000000
3030,Yojimbo,Action|Comedy|Crime|Drama|Thriller,1961,0001001111000000000
3031,Repossessed,Comedy,1990,0001000000000000000
3032,"Omega Man, The",Drama|Sci-Fi|Thriller,1971,0000001001001000000
3033,Spaceballs,Comedy|Sci-Fi,1987,0001000000001000000
3034,Robin Hood,Adventure|Animation|Children|Comedy|Musical,1973,1111000000000000100
3035,Mister Roberts,Comedy|Drama|War,1955,0001001000000001000
3036,"Quest for Fire (Guerre du feu, La)",Adventure|Drama,1981,1000001000000000000
3037,Little Big Man,Adventure|Comedy|Drama|Western,1970,1001001000000000001
3038,"Face in the Crowd, A",Drama,1957,0000001000000000000
3039,Trading Places,Comedy,1983,0001000000000000000
3040,Meatballs,Comedy,1979,0001000000000000000
3043,Meatballs 4,Comedy,1992,0001000000000000000
3044,Dead Again,Mystery|Romance|Thriller,1991,0000010001010000000
3045,Peter's Friends,Comedy|Drama,1992,0001001000000000000
3046,"Incredibly True Adventure of Two Girls in Love, The",Comedy|Romance,1995,0001010000000000000
3047,Experience Preferred... But Not Essential,Drama,1982,0000001000000000000
3050,Light It Up,Drama,1999,0000001000000000000
3051,Anywhere But Here,Drama,1999,0000001000000000000
3052,Dogma,Adventure|Comedy|Fantasy,1999,1001100000000000000
3053,"Messenger: The Story of Joan of Arc, The",Drama|War,1999,0000001000000001000
3054,Pokémon: The First Movie,Adventure|Animation|Children|Fantasy|Sci-Fi,1998,1110100000001000000
3055,Felicia's Journey,Thriller,1999,0000000001000000000
3058,"Ape, The",Horror|Sci-Fi,1940,0000000000101000000
3060,"Commitments, The",Comedy|Drama|Musical,1991,0001001000000000100
3061,Holiday Inn,Comedy|Musical,1942,0001000000000000100
3062,"Longest Day, The",Action|Drama|War,1962,0000001100000001000
3063,Poison Ivy,Thriller,1992,0000000001000000000
3064,Poison Ivy: New Seduction,Drama|Thriller,1997,0000001001000000000
3065,Nothing to Lose (a.k.a. Ten Benny),Drama,1996,0000001000000000000
3066,Tora! Tora! Tora!,Action|Drama|War,1970,0000001100000001000
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),Comedy|Drama,1988,0001001000000000000
3068,"Verdict, The",Drama|Mystery,1982,0000001000010000000
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",Adventure|Comedy|Sci-Fi,1984,1001000000001000000
3071,Stand and Deliver,Comedy|Drama,1988,0001001000000000000
3072,Moonstruck,Comedy|Romance,1987,0001010000000000000
3074,Jeremiah Johnson,Western,1972,0000000000000000001
3075,Repulsion,Horror|Thriller,1965,0000000001100000000
3076,Irma la Douce,Comedy,1963,0001000000000000000
3077,42 Up,Documentary,1998,0000000000000010000
3078,Liberty Heights,Drama,1999,0000001000000000000
3079,Mansfield Park,Comedy|Drama,1999,0001001000000000000
3081,Sleepy Hollow,Fantasy|Horror|Mystery|Romance,1999,0000110000110000000
3082,"World Is Not Enough, The",Action|Thriller,1999,0000000101000000000
3083,All About My Mother (Todo sobre mi madre),Comedy|Drama,1999,0001001000000000000
3086,March of the Wooden Soldiers (a.k.a. Babes in Toyland),Comedy,1934,0001000000000000000
3087,Scrooged,Comedy|Fantasy|Romance,1988,0001110000000000000
3088,Harvey,Comedy,1950,0001000000000000000
3089,"Bicycle Thief, The (Ladri di biciclette)",Drama,1948,0000001000000000000
3090,Matewan,Drama,1987,0000001000000000000
3091,Kagemusha,Drama|War,1980,0000001000000001000
3092,Chushingura,Drama,1962,0000001000000000000
3093,McCabe & Mrs. Miller,Drama|Western,1971,0000001000000000001
3094,Maurice,Drama|Romance,1987,0000011000000000000
3095,"Grapes of Wrath, The",Drama,1940,0000001000000000000
3097,"Shop Around the Corner, The",Comedy|Drama|Romance,1940,0001011000000000000
3098,"Natural, The",Drama,1984,0000001000000000000
3099,Shampoo,Comedy|Romance,1975,0001010000000000000
3100,"River Runs Through It, A",Drama,1992,0000001000000000000
3101,Fatal Attraction,Drama|Thriller,1987,0000001001000000000
3102,Jagged Edge,Thriller,1985,0000000001000000000
3103,Stanley & Iris,Drama|Romance,1990,0000011000000000000
3104,Midnight Run,Action|Adventure|Comedy|Crime,1988,1001000110000000000
3105,Awakenings,Drama|Mystery,1990,0000001000010000000
3107,Backdraft,Action|Drama,1991,0000001100000000000
3108,"Fisher King, The",Comedy|Drama|Fantasy|Romance,1991,0001111000000000000
3109,"River, The",Drama,1984,0000001000000000000
3110,Country,Drama,1984,0000001000000000000
3111,Places in the Heart,Drama,1984,0000001000000000000
3112,'night Mother,Drama,1986,0000001000000000000
3113,End of Days,Action|Thriller,1999,0000000101000000000
3114,Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy,1999,1111100000000000000
3115,Flawless,Drama,1999,0000001000000000000
3116,Miss Julie,Drama,1999,0000001000000000000
3121,"Hitch-Hiker, The",Film-Noir,1953,0000000000000000010
3125,"End of the Affair, The",Drama,1999,0000001000000000000
3127,Holy Smoke,Comedy|Drama,1999,0001001000000000000
3129,Sweet and Lowdown,Comedy|Drama,1999,0001001000000000000
3130,Bonfire of the Vanities,Comedy|Crime|Drama,1990,0001001010000000000
3132,Daddy Long Legs,Comedy|Drama,1919,0001001000000000000
3133,Go West,Comedy|Western,1925,0001000000000000001
3134,"Grand Illusion (Grande illusion, La)",Drama|War,1937,0000001000000001000
3135,"Great Santini, The",Drama,1979,0000001000000000000
3138,Stealing Home,Drama,1988,0000001000000000000
3140,"Three Ages, The",Comedy,1923,0001000000000000000
3141,"Two Jakes, The",Drama,1990,0000001000000000000
3142,U2: Rattle and Hum,Documentary|Musical,1988,0000000000000010100
3143,Hell in the Pacific,Drama|War,1968,0000001000000001000
3144,"Glass Bottom Boat, The",Comedy|Romance,1966,0001010000000000000
3145,Cradle Will Rock,Drama,1999,0000001000000000000
3146,Deuce Bigalow: Male Gigolo,Comedy,1999,0001000000000000000
3147,"Green Mile, The",Crime|Drama|Fantasy,1999,0000101010000000000
3148,"Cider House Rules, The",Drama,1999,0000001000000000000
3150,"War Zone, The",Drama|Thriller,1999,0000001001000000000
3151,"Bat Whispers, The",Crime|Drama|Mystery,1930,0000001010010000000
3152,"Last Picture Show, The",Drama,1971,0000001000000000000
3153,"7th Voyage of Sinbad, The",Action|Adventure|Fantasy,1958,1000100100000000000
3154,Blood on the Sun,Drama|War,1945,0000001000000001000
3155,Anna and the King,Drama|Romance,1999,0000011000000000000
3156,Bicentennial Man,Drama|Romance|Sci-Fi,1999,0000011000001000000
3157,Stuart Little,Children|Comedy|Fantasy,1999,0011100000000000000
3158,"Emperor and the Assassin, The (Jing ke ci qin wang)",Drama,1999,0000001000000000000
3159,Fantasia 2000,Animation|Children|IMAX|Musical,1999,0110000000000100100
3160,Magnolia,Drama,1999,0000001000000000000
3161,Onegin,Drama|Romance,1999,0000011000000000000
3163,Topsy-Turvy,Drama,1999,0000001000000000000
3165,Boiling Point,Action|Drama,1993,0000001100000000000
3166,Brenda Starr,Adventure,1989,1000000000000000000
3167,Carnal Knowledge,Comedy|Drama,1971,0001001000000000000
3168,Easy Rider,Adventure|Drama,1969,1000001000000000000
3169,"Falcon and the Snowman, The",Drama|Thriller,1985,0000001001000000000
3171,Room at the Top,Drama,1959,0000001000000000000
3172,Ulysses (Ulisse),Adventure,1954,1000000000000000000
3173,Any Given Sunday,Drama,1999,0000001000000000000
3174,Man on the Moon,Comedy|Drama,1999,0001001000000000000
3175,Galaxy Quest,Adventure|Comedy|Sci-Fi,1999,1001000000001000000
3176,"Talented Mr. Ripley, The",Drama|Mystery|Thriller,1999,0000001001010000000
3178,"Hurricane, The",Drama,1999,0000001000000000000
3179,Angela's Ashes,Drama,1999,0000001000000000000
3181,Titus,Drama,1999,0000001000000000000
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",Documentary,1999,0000000000000010000
3183,"Third Miracle, The",Drama,1999,0000001000000000000
3185,Snow Falling on Cedars,Drama,1999,0000001000000000000
3186,"Girl, Interrupted",Drama,1999,0000001000000000000
3188,"Life and Times of Hank Greenberg, The",Documentary,1998,0000000000000010000
3189,My Dog Skip,Children|Drama,1999,0010001000000000000
3190,Supernova,Adventure|Sci-Fi|Thriller,2000,1000000001001000000
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",Drama,1998,0000001000000000000
3194,"Way We Were, The",Drama|Romance,1973,0000011000000000000
3195,Tess of the Storm Country,Drama,1922,0000001000000000000
3196,Stalag 17,Drama|War,1953,0000001000000001000
3197,"Presidio, The",Action|Crime|Mystery|Thriller,1988,0000000111010000000
3198,Papillon,Drama,1973,0000001000000000000
3199,Pal Joey,Comedy|Musical|Romance,1957,0001010000000000100
3200,"Last Detail, The",Comedy|Drama,1973,0001001000000000000
3201,Five Easy Pieces,Drama,1970,0000001000000000000
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),Drama|Horror,1971,0000001000100000000
3203,Dead Calm,Thriller,1989,0000000001000000000
3204,"Boys from Brazil, The",Action|Thriller,1978,0000000101000000000
3205,"Black Sunday (Maschera del demonio, La)",Horror,1960,0000000000100000000
3206,Against All Odds,Romance,1984,0000010000000000000
3207,"Snows of Kilimanjaro, The",Adventure,1952,1000000000000000000
3208,Loaded Weapon 1,Action|Comedy,1993,0001000100000000000
3210,Fast Times at Ridgemont High,Comedy|Drama|Romance,1982,0001011000000000000
3211,"Cry in the Dark, A",Drama,1988,0000001000000000000
3213,Batman: Mask of the Phantasm,Animation|Children,1993,0110000000000000000
3214,American Flyers,Drama,1985,0000001000000000000
3216,Vampyros Lesbos (Las Vampiras),Fantasy|Horror|Thriller,1971,0000100001100000000
3217,"Star Is Born, A",Drama,1937,0000001000000000000
3218,Poison,Drama,1991,0000001000000000000
3219,Pacific Heights,Thriller,1990,0000000001000000000
3221,"Draughtsman's Contract, The",Drama,1982,0000001000000000000
3222,Carmen,Drama,1984,0000001000000000000
3223,"Zed & Two Noughts, A",Drama,1985,0000001000000000000
3224,Woman in the Dunes (Suna no onna),Drama,1964,0000001000000000000
3225,Down to You,Comedy|Romance,2000,0001010000000000000
3226,Hellhounds on My Trail,Documentary,1999,0000000000000010000
3231,"Saphead, The",Comedy,1920,0001000000000000000
3232,Seven Chances,Comedy,1925,0001000000000000000
3235,Where the Buffalo Roam,Comedy,1980,0001000000000000000
3238,Eye of the Beholder,Thriller,1999,0000000001000000000
3241,"Cup, The (Phörpa)",Comedy,1999,0001000000000000000
3243,Encino Man,Comedy,1992,0001000000000000000
3244,"Goodbye Girl, The",Comedy|Romance,1977,0001010000000000000
3246,Malcolm X,Drama,1992,0000001000000000000
3247,Sister Act,Comedy|Crime|Musical,1992,0001000010000000100
3248,Sister Act 2: Back in the Habit,Comedy,1993,0001000000000000000
3249,"Hand That Rocks the Cradle, The",Drama|Thriller,1992,0000001001000000000
3250,Alive,Drama,1993,0000001000000000000
3251,Agnes of God,Drama|Mystery,1985,0000001000010000000
3252,Scent of a Woman,Drama,1992,0000001000000000000
3253,Wayne's World,Comedy,1992,0001000000000000000
3254,Wayne's World 2,Comedy,1993,0001000000000000000
3255,"League of Their Own, A",Comedy|Drama,1992,0001001000000000000
3256,Patriot Games,Action|Thriller,1992,0000000101000000000
3257,"Bodyguard, The",Drama|Romance|Thriller,1992,0000011001000000000
3258,Death Becomes Her,Comedy|Fantasy,1992,0001100000000000000
3259,Far and Away,Adventure|Drama|Romance,1992,1000011000000000000
3260,Howards End,Drama,1992,0000001000000000000
3261,Singles,Comedy|Drama|Romance,1992,0001011000000000000
3262,Twin Peaks: Fire Walk with Me,Drama|Mystery,1992,0000001000010000000
3263,White Men Can't Jump,Comedy|Drama,1992,0001001000000000000
3264,Buffy the Vampire Slayer,Action|Comedy|Horror,1992,0001000100100000000
3265,Hard-Boiled (Lat sau san taam),Action|Crime|Drama|Thriller,1992,0000001111000000000
3266,Man Bites Dog (C'est arrivé près de chez vous),Comedy|Crime|Drama|Thriller,1992,0001001011000000000
3267,"Mariachi, El",Action|Crime|Thriller|Western,1992,0000000111000000001
3268,Stop! Or My Mom Will Shoot,Action|Comedy,1992,0001000100000000000
3269,Forever Young,Adventure|Drama|Romance|Sci-Fi,1992,1000011000001000000
3270,"Cutting Edge, The",Comedy|Drama|Romance,1992,0001011000000000000
3271,Of Mice and Men,Drama,1992,0000001000000000000
3272,Bad Lieutenant,Crime|Drama,1992,0000001010000000000
3273,Scream 3,Comedy|Horror|Thriller,2000,0001000001100000000
3274,Single White Female,Drama|Thriller,1992,0000001001000000000
3275,"Boondock Saints, The",Action|Comedy|Crime|Drama|Thriller,2000,0001001111000000000
3276,Gun Shy,Comedy,2000,0001000000000000000
3278,Gendernauts,Documentary,1999,0000000000000010000
3281,"Brandon Teena Story, The",Documentary,1998,0000000000000010000
3282,Different for Girls,Comedy,1996,0001000000000000000
3283,Minnie and Moskowitz,Action,1971,0000000100000000000
3284,They Might Be Giants,Comedy|Romance,1971,0001010000000000000
3285,"Beach, The",Adventure|Drama,2000,1000001000000000000
3287,"Tigger Movie, The",Animation|Children,2000,0110000000000000000
3289,Not One Less (Yi ge dou bu neng shao),Drama,1999,0000001000000000000
3292,"Big Combo, The",Film-Noir,1955,0000000000000000010
3294,Eaten Alive,Horror,1976,0000000000100000000
3296,To Sir with Love,Drama,1967,0000001000000000000
3297,With Byrd at the South Pole,Documentary,1930,0000000000000010000
3298,Boiler Room,Crime|Drama|Thriller,2000,0000001011000000000
3299,Hanging Up,Comedy|Drama,2000,0001001000000000000
3300,Pitch Black,Horror|Sci-Fi|Thriller,2000,0000000001101000000
3301,"Whole Nine Yards, The",Comedy|Crime,2000,0001000010000000000
3303,Black Tar Heroin: The Dark End of the Street,Documentary,2000,0000000000000010000
3304,Blue Collar,Crime|Drama,1978,0000001010000000000
3305,Bluebeard,Film-Noir|Horror,1944,0000000000100000010
3306,"Circus, The",Comedy,1928,0001000000000000000
3307,City Lights,Comedy|Drama|Romance,1931,0001011000000000000
3309,"Dog's Life, A",Comedy,1918,0001000000000000000
3310,"Kid, The",Comedy|Drama,1921,0001001000000000000
3311,"Man from Laramie, The",Western,1955,0000000000000000001
3313,Class Reunion,Comedy,1982,0001000000000000000
3316,Reindeer Games,Action|Thriller,2000,0000000101000000000
3317,Wonder Boys,Comedy|Drama,2000,0001001000000000000
3318,Deterrence,Drama|Thriller,1999,0000001001000000000
3320,Mifune's Last Song (Mifunes sidste sang),Comedy|Drama|Romance,1999,0001011000000000000
3324,Drowning Mona,Comedy,2000,0001000000000000000
3325,"Next Best Thing, The",Comedy|Drama,2000,0001001000000000000
3326,What Planet Are You From?,Comedy|Sci-Fi,2000,0001000000001000000
3328,Ghost Dog: The Way of the Samurai,Crime|Drama,1999,0000001010000000000
3330,Splendor in the Grass,Drama|Romance,1961,0000011000000000000
3331,My Tutor,Drama,1983,0000001000000000000
3332,"Legend of Lobo, The",Adventure|Children,1962,1010000000000000000
3333,"Killing of Sister George, The",Drama,1968,0000001000000000000
3334,Key Largo,Crime|Drama|Film-Noir|Thriller,1948,0000001011000000010
3335,Jail Bait,Crime|Drama,1954,0000001010000000000
3336,It Happened Here,Drama|Fantasy|War,1966,0000101000000001000
3337,I'll Never Forget What's'isname,Comedy|Drama,1967,0001001000000000000
3338,For All Mankind,Documentary,1989,0000000000000010000
3339,Cross of Iron,War,1977,0000000000000001000
3340,Bride of the Monster,Horror|Sci-Fi,1955,0000000000101000000
3341,Born Yesterday,Comedy,1950,0001000000000000000
3342,Birdy,Drama|War,1984,0000001000000001000
3343,And God Created Woman,Comedy|Drama|Romance,1988,0001011000000000000
3344,Blood Feast,Horror,1963,0000000000100000000
3347,Never Cry Wolf,Adventure|Drama,1983,1000001000000000000
3350,"Raisin in the Sun, A",Drama,1961,0000001000000000000
3351,Two Thousand Maniacs!,Horror,1964,0000000000100000000
3354,Mission to Mars,Sci-Fi,2000,0000000000001000000
3355,"Ninth Gate, The",Fantasy|Horror|Mystery|Thriller,1999,0000100001110000000
3357,East-West (Est-ouest),Drama|Romance,1999,0000011000000000000
3358,Defending Your Life,Comedy|Romance,1991,0001010000000000000
3359,Breaking Away,Comedy|Drama,1979,0001001000000000000
3360,Hoosiers,Drama,1986,0000001000000000000
3361,Bull Durham,Comedy|Drama|Romance,1988,0001011000000000000
3362,Dog Day Afternoon,Comedy|Crime|Drama,1975,0001001010000000000
3363,American Graffiti,Comedy|Drama,1973,0001001000000000000
3364,"Asphalt Jungle, The",Crime|Film-Noir,1950,0000000010000000010
3365,"Searchers, The",Drama|Western,1956,0000001000000000001
3367,"Devil's Brigade, The",War,1968,0000000000000001000
3368,"Big Country, The",Romance|Western,1958,0000010000000000001
3371,Bound for Glory,Drama,1976,0000001000000000000
3372,"Bridge at Remagen, The",Action|War,1969,0000000100000001000
3373,Buck and the Preacher,Western,1972,0000000000000000001
3374,Daughters of the Dust,Drama,1991,0000001000000000000
3375,Destination Moon,Sci-Fi,1950,0000000000001000000
3376,"Fantastic Night, The (La Nuit Fantastique)",Romance,1942,0000010000000000000
3377,Hangmen Also Die,Drama|War,1943,0000001000000001000
3378,"Ogre, The (Der Unhold)",Drama,1996,0000001000000000000
3379,On the Beach,Drama,1959,0000001000000000000
3384,"Taking of Pelham One Two Three, The",Action|Crime,1974,0000000110000000000
3385,Volunteers,Comedy,1985,0001000000000000000
3386,JFK,Drama|Mystery|Thriller,1991,0000001001010000000
3387,Who's Harry Crumb?,Comedy,1989,0001000000000000000
3388,Harry and the Hendersons,Children|Comedy,1987,0011000000000000000
3390,Shanghai Surprise,Adventure,1986,1000000000000000000
3391,Who's That Girl?,Comedy,1987,0001000000000000000
3392,She-Devil,Comedy,1989,0001000000000000000
3393,Date with an Angel,Comedy|Fantasy|Romance,1987,0001110000000000000
3394,Blind Date,Comedy|Romance,1987,0001010000000000000
3396,"Muppet Movie, The",Children|Comedy|Musical,1979,0011000000000000100
3397,"Great Muppet Caper, The",Children|Comedy,1981,0011000000000000000
3398,"Muppets Take Manhattan, The",Children|Comedy|Musical,1984,0011000000000000100
3399,Sesame Street Presents Follow That Bird,Children|Comedy,1985,0011000000000000000
3400,We're Back! A Dinosaur's Story,Adventure|Animation|Children|Fantasy,1993,1110100000000000000
3401,Baby... Secret of the Lost Legend,Adventure|Sci-Fi,1985,1000000000001000000
3403,Raise the Titanic,Drama|Thriller,1980,0000001001000000000
3404,Titanic,Action|Drama,1953,0000001100000000000
3405,"Night to Remember, A",Action|Drama,1958,0000001100000000000
3406,Captain Horatio Hornblower,Action|Adventure|Drama|War,1951,1000001100000001000
3408,Erin Brockovich,Drama,2000,0000001000000000000
3409,Final Destination,Drama|Thriller,2000,0000001001000000000
3412,"Bear, The (Ours, L')",Adventure|Children|Drama,1988,1010001000000000000
3415,"Mirror, The (Zerkalo)",Drama,1975,0000001000000000000
3417,"Crimson Pirate, The",Adventure|Comedy|Sci-Fi,1952,1001000000001000000
3418,Thelma & Louise,Action|Adventure|Comedy|Crime|Drama|Romance,1991,1001011110000000000
3420,...And Justice for All,Drama|Thriller,1979,0000001001000000000
3421,Animal House,Comedy,1978,0001000000000000000
3422,She's Gotta Have It,Comedy|Romance,1986,0001010000000000000
3423,School Daze,Drama,1988,0000001000000000000
3424,Do the Right Thing,Comedy|Drama,1989,0001001000000000000
3425,Mo' Better Blues,Drama|Musical,1990,0000001000000000100
3426,Jungle Fever,Drama|Romance,1991,0000011000000000000
3427,Coogan's Bluff,Crime,1968,0000000010000000000
3428,"Champ, The",Drama,1979,0000001000000000000
3429,Creature Comforts,Animation|Comedy,1989,0101000000000000000
3430,Death Wish,Action|Crime|Drama,1974,0000001110000000000
3431,Death Wish 2,Action|Drama,1982,0000001100000000000
3432,Death Wish 3,Action|Drama,1985,0000001100000000000
3433,Death Wish 4: The Crackdown,Action|Drama,1987,0000001100000000000
3435,Double Indemnity,Crime|Drama|Film-Noir,1944,0000001010000000010
3437,Cool as Ice,Drama,1991,0000001000000000000
3438,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1990,0011100100001000000
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children|Fantasy,1991,0010100100000000000
3440,Teenage Mutant Ninja Turtles III,Action|Children|Fantasy,1993,0010100100000000000
3441,Red Dawn,Action|Drama|War,1984,0000001100000001000
3442,Band of the Hand,Action,1986,0000000100000000000
3443,Born American,Action|Drama|Thriller,1986,0000001101000000000
3444,Bloodsport,Action,1988,0000000100000000000
3445,Eyes of Laura Mars,Mystery|Thriller,1978,0000000001010000000
3447,"Good Earth, The",Drama,1937,0000001000000000000
3448,"Good Morning, Vietnam",Comedy|Drama|War,1987,0001001000000001000
3450,Grumpy Old Men,Comedy,1993,0001000000000000000
3451,Guess Who's Coming to Dinner,Drama,1967,0000001000000000000
3452,Romeo Must Die,Action|Crime|Romance|Thriller,2000,0000010111000000000
3455,Buddy Boy,Drama|Thriller,1999,0000001001000000000
3456,"Color of Paradise, The (Rang-e khoda)",Drama,1999,0000001000000000000
3457,Waking the Dead,Drama|Thriller,2000,0000001001000000000
3458,Blood and Sand (Sangre y Arena),Drama|Romance,1989,0000011000000000000
3459,Gothic,Drama|Horror,1986,0000001000100000000
3461,Lord of the Flies,Adventure|Drama|Horror|Thriller,1963,1000001001100000000
3462,Modern Times,Comedy|Romance,1936,0001010000000000000
3463,Last Resort (a.k.a. National Lampoon's Last Resort),Comedy,1994,0001000000000000000
3466,Heart and Souls,Comedy|Fantasy,1993,0001100000000000000
3467,Hud,Drama|Western,1963,0000001000000000001
